recipient,amount,error
4qAaUnNVE62bPkThNgyMNHojhLiZ4Jfup1Tn3tyFtMGm,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
73319z7sJVZZsgidiVnxFWGABbAbgia5hyzXBF5YXL1b,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
EyL5YM81UFrm6R3ZV2vMzkkbC2zar7vJx85coff2CXGK,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DotgRPpR1kHsjERR69k244Qk1rTZkrPq5GaWSNGCFCNL,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6m8jRtVQZdd4vrBgEkSV4nuJrBqrXH94jR8L1oh6GZMt,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
7EJyMFGwmYecJZ3e2QqspnGTiQoVmFNjHKHB4ikNDmw9,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
B1bjieMJyD2mAeTu5YneCC9BxDKqLKdiqQJ7GQoMt9Hg,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
86iqfwepR5EnovyiiNP2vPjrQGwMR9RZrL2m8kKTrhb3,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
BZA5Et9jBieSSFWhjQaNjfRVQRYBzirQ4LKNuHKYoV5H,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
2hDjkaVRXYP6uQHAwRjFnwgLUWeauE7KgUGkA5zQ1cPf,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9mciDsJKkcXbyNyRs8CT4X6gLVeNdPi4EzR2U4FpStg4,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
toQUaqQg9vT8umrFy8zRYd3bbkTH6UbY654r7sF3RVz,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
BPpANVc1V9fmBjrtv3NSyYcCmGimDspW5Gb1N4YZkPVq,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
25TTkM6TMVJiAErutTeXnxibkwptDdGDRwhDyvb9A6gB,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
ABuetqEdRTGVehmiUbSfXysjczUMT8VsGK7WG3GSPHyy,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8aEQbquQSVtQ1YgXkNgmq6tGUadnVh74cmfGiHSqvXGV,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8236iBM4q2BCfTJnkkJHqK3inM5F9qyvQUTaXTiL2ZUR,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
8sQCoWkzZu2aMAen6tb3La52Fun4uNTn3sGWVzfd3c9z,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
34vLHnVNkD12MDjsiC2vuzRtG5fi8mqRH1p6NdwG5hsW,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4v99eMAGFk4NtrXMEUMuTYYGgJXgeC2ramSx3D36FQUA,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
67FQJ9GqgqMcxBiMwB5kATPVAo8qn7mRitShEHi6yhNo,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
83QqTacydSUBHBcrZphg3MZVcrtFvh6ChzQ387kEhaPN,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
EBe2HjouCyeVrJ5ifqvsRoexBZS63kZ8ZGaz8UUWMNGB,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
AuVSaAFAWtKdgKA4PjsEL6H3DNtpqnpAPhniMgoSpGAp,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Gkbfq6UDsUX1KgC7N9kFFhugFow15V9R1c8PkVJvRPyq,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
2HN5JCnRiqBYU3vrENpQc8iZf5dzL4WQCUcwcVhqey4d,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5D5YAdwYU3qTH1DUqt7N6WCUb2kaPGN2ApdctndENJRJ,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
8YdmZqMrjE9g3pZyU4M5Y3nyJiiZLgQiY2DLQTsCrLjT,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
BosukmuKE3XrRQbdDSYcawaP7LE1wMMTAnzhqY2zxckX,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
C1NV4CsAtjJxjbdDpccJ7UEZrYFNNJGftngVAHxfNsd5,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7DeQhvyYWBVrYhWrT9TVE4KUCCShSpaztqYcAPv5NqPp,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
EMZSyKxzk7uNZ8hxsz9xpE3QAoSeMmXMvzyUS44L1Ctv,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4dSjpwrV4Prd6PFE3Ap3mtgpQvh1aaiD87GxjSVJkPhL,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6DBYCMiNWdvF2pi4VJj47ocLCc8NPjjVHTzdbimDfmfJ,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
64RcazW9Z3AUyn5eDUDnuZzegiR4chUvhukjg9XCnrDu,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
GVD3akDC16Z8o2ii6KoYkk9e6ibnqqxXv9McVVxgNvZg,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
FbFwkLCDgbPnKXziXEzrej61c6RUxYr9ESUyudfGtiQ5,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9CXph8QFr343bwNXxyPQa2DVS29LGkug1GHf8B8m7Qxk,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DoEJBrywhpD9fa1G4vndKnvTbP7bzGT572z5REtsAAWT,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8nKPfvqixjNgfdd8qDUEZf7vBmr79c8fPVyVbxARkXGc,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Hv5qAQnEVcDQbM9aAikF2ZLEc2MwWMPySbSczrkscamR,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5fR2jYLDERBNCm8M9YKZpsmt3oivo9C6MefY7HQC4BQa,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Euyk9ar4gHLmLG2sfc1VBy55LBddiqmoxyoM2J7y6hUA,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
HH2AUd8FWZxR6GL2pEEjwHY9smdmg7szmZYV81MRtuFs,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
4Tz9atkoLVE8AWHKk7SCHhE8muHyKvWLbJphsfXqAKDU,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9bXAGa2duSxwdnLwF7W7yk15vhkcNyqUovCRUZJxmmeB,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6dCQoR81Vt9sMxZQCEq2TUU6CPRZPzQ7kxfEwsVRMESj,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
Cr1cJ76bE95CnzHRy4hVXhpUarE67RESzbahNzmZN4zB,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
Ew8gmtb66VQ46F7e76CrqsisJuunhhDa4H8vxdes1aW5,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8vzqvcFsKAD1WxCwerMxFChsK1rYszCZmkfFTDJuPaUA,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
HizBypbVohEVyYK1Uc8pq3JotGhybL1Ta8HmfH4WSYFG,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Bz4qAoXRG3NxqWV3SLTatXfgL7wVrARPpgJHE5dZkKTt,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DzGvQzXTtB2sFEhfcdQb9trSSgU9fSJ1nvLZXKEM299e,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
EUPS2vyG4EA8iLaYHdvezC5j3vTLMnL5VJP33RY6oYRp,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6dGA5PZPQNN949zfcj9mGqoPZ9eezz92asTjpj8HZnnB,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DkHJRe387bpgH1aKZzzdfTvXWtwaYLkz2eb7kGZEAxAk,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CnDjjXwNqiWJGQRasJSLCwtL6KGuAdkqiGUsDjHan2a8,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
F78Fa6d2dc1C1Vy9vZT2RM8aX8bBATvEfTRnncPZcaDo,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9u6jRnA2VcFo2Ax7FNxjbFLqnBCWpDEtdHiLc4Eijb8K,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
HBoXRKAT2NWEEsfp1nmJNbg7Y2kSsKw8GDxjrMRMHbUi,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
AtXi7gjaUmFaUyzAdyrmSgbJE6CdXBorfRrSd8FhCELJ,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
32jugc5Bow4Ego3ofeBnxDXMr8oT1gcH4M6vGfG7NPSJ,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
MdqyLerYAvPjuQyg6AaBPphodrJkpH3GSLXuXS9gfPA,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8A7JktXb4hihp4UskrUwvvwHzNASBJEkFhTMgxJoPUCR,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
44bPAMcEeLhxmtAzLqozYeEPFB3vbzDHK6GZhQNFMV9G,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6j93r4KsuYpSfzMgUusQu1gFMZnfuehjznnnUVHoPeJy,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6bLFjgqEmTi8QyYGhny3zqhSVBtcSZJ58RkzYzi2d4zQ,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
2NBhkKrutueYvLDyB8JkDCiD8qmNPsrLU8MF7ptza4LU,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
4JYn64644UCxvHqWW41mDPuu6JcvgTNPeqk9ck7W6SXd,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CAicnn3mjDQBc1gPAgY14LT5MNFp3U43yfhcuec2GFqA,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
7fSdokjHUxnpaNJ9MeRSZZwfdn4EFLKnXKAwBnFTHj6U,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7gfmhAnLzUSR8S6zu9JCZpD7viTn6njaNe8vMKWyGSZG,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
GXX6w5BQ9WLnq6WudMGAixUWkVhGaWCQUJDiLGnYJNNY,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7kJTPj5TgAEP1wWS98t9w2TdyHLh5kbHMhG683Ds3icN,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
AadbnfoYhzuGUoQCttP6isurRuQbQvNRcD8zfCVGc8GZ,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
52gHUijqmp2BLsyUpZCpxxGLuhm3mo7LNEYg8dmLKktN,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
EPehBLpHw3emBLL2vDiL5zfucZxwuMVoYfQBYSfTtPW5,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5oEt1Pa7Fj3YtqUYjSnA4uc6tESAxyZRKHZTQufk1eT9,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
kjYAbfRJcVhiLbiqfiERe7LUsWUVKRL1nXQ5W7Vq59g,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9CY27SKYXaEjKvbn2YBBn5pYNvD2djSbD9hUxHhUhzeg,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
2mUBqFXaCJkiFeVYZsuaW4XtNet3dk8tnHovpWMXvRkh,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
3Wf7HgV3y9YvZZfBKQQGTfFEMYL91cfvoAaC8vDibipZ,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
B2L3g33ivJ7LA59ndRhvgHZezWT1j2XC7oDrvWtT7KU9,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
5xHtJN3JaqPQmownkuA5MwVnbTR8oVFtkZHE1NTXwA5E,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
BuNLXz7FPsDSHFvtbaPC8Z21uZmzpyCWvQc1rG7P1y1o,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Hi2ug8nAJiqZN1cDHGANtYxDcg3c87LMwyub6KjYbsXD,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Cip3sV2CH7Af9zBTyBbXyjwDJ9kvTrknMHFUJ9EQJVoj,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
BxzERncrQJDABFcepkyBmBqv5DiHPpxZ6ZLHtUHqTvPZ,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
HE1jEovwDQicuBMcAQ9XEGqxPaqvUSjxh4ynmKDJE8Qy,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
ENx9JM7eAL5hiXkXqHw2piF1wWBufRReGNHU8Kxm8Zkk,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
3KA8YJfizyGFbWmzmhGoA8WsDYBUgi8HaRPHivcovRDs,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4KfsymjGCU11u7LSYiHNnjdb8wdQyGMFazhG4XNZxSMU,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DDo1VDZfpbDjCZ258ndwsVQM8Ao8ZNcZZQtQCZHrDsFY,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9vS9d9sb8ifNmwuAAhNC2JNJ4SJGkZmhTUoAuQe71xQq,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
FHaGL2bofDXGnjwdqwBsZM5jFS33qirBsntErWKKr4UC,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
